scene_id,image_id,image_path,component_instance_mask_path,defect_semantic_mask_path,component_yolo_path,defect_yolo_path,domain,split,task_type,training_use,evaluation_eligible,classification_eligible,lighting_profile,background_asset_id,scene_seed,attempt,instance_count,distinct_class_count,component_status_labels,source_parent_ids,composition_family_id,width,height,image_sha256,component_mask_sha256,defect_mask_sha256,component_yolo_sha256,defect_yolo_sha256,background_mean_luma,background_std_luma,background_p99_luma,component_mean_luma,component_background_luma_delta,component_background_luma_ratio,component_light_spill_p99,component_light_spill_max,background_luma_reference,config_sha256,generator_version,qc_gate_version,qc_status,human_verified,background_params_json,sensor_params_json,shadow_params_json
syn-v4-conv-0203,204,synthetic/v4_conveyor/images/train/syn-v4-conv-0203.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0203.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0203.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0203.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0203.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,side_component_spot,IMGGEN-CONVEYOR-BLACK-V1,2536379773,0,5,5,contamination|body_crack|body_chip|lead_breakage|normal_proxy,syn-v2-700-contamination-0062|syn-v2-700-body_crack-0047|syn-v2-700-body_chip-0062|syn-v2-700-lead_breakage-0068|syn-v2-700-lead_breakage-0069,syn-v4-conv-0203,1280,720,7d91da011f761fcab75d0f81a4ecd8d4e063b6d026b1a96c87ee545252917fd5,39220739e3f09b4e28c93f22a0537e9d4ee33c30ddc9072d7ff3f9c51d0e303f,20378f2db6736394bf8c86a517434b9b635d420aafe56eb703b6e091e5660052,720b9df21c25081142702f489db01f9454cbd69343b235933d11c44c6c657e30,93437ea0b63ede4b3897651599494a1be901395792a929a0622546bdf7b1738f,27.443970,3.023746,36.000000,147.869125,120.425156,5.388037,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.78562115,""contrast"":0.94651324,""crop_x"":0,""crop_y"":112,""noise_seed"":1905033238,""noise_sigma"":0.83391137,""orientation_degrees"":270,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.2199202315374108,""jpeg_quality"":92,""noise_seed"":2683624607,""noise_sigma"":1.059257215092725}","{""blur_radius_px"":5.643757805794833,""instances"":[{""instance_index"":1,""offset_x_px"":-3,""offset_y_px"":6,""opacity"":0.29889725},{""instance_index"":2,""offset_x_px"":-2,""offset_y_px"":7,""opacity"":0.2117725},{""instance_index"":3,""offset_x_px"":2,""offset_y_px"":8,""opacity"":0.25849258},{""instance_index"":4,""offset_x_px"":-2,""offset_y_px"":10,""opacity"":0.29329916},{""instance_index"":5,""offset_x_px"":1,""offset_y_px"":5,""opacity"":0.25296636}]}"
syn-v4-conv-0204,205,synthetic/v4_conveyor/images/train/syn-v4-conv-0204.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0204.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0204.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0204.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0204.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,neutral_component_spot,IMGGEN-CONVEYOR-BLACK-V1,118816273,0,5,5,scratch|body_chip|contamination|lead_breakage|normal_proxy,syn-v2-700-scratch-0028|syn-v2-700-body_chip-0088|syn-v2-700-contamination-0045|syn-v2-700-lead_breakage-0069|syn-v2-700-contamination-0075,syn-v4-conv-0204,1280,720,0a534c6c6dddcde12e275962cac487c659a8a313efc73857de64fe640453722c,7b20a534e3967f9534273c6e001cf61ebde9f53e1d323ed19f7dd798875b9cc5,520365a14e619fc57fd47694eb64e859c7894a81bcdea7d5ce8efb363cd770a3,238e8db49f00f6940c1b4c8e80b870e50b6c6ae3565d6d1d65cd5d43b11a284f,dcb0e7656f4acf9631cb3a47ebf0ad19036c08de5a461e89046c269f58707ec5,25.319715,3.268812,33.931801,142.482498,117.162783,5.627334,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.74989162,""contrast"":1.04256715,""crop_x"":0,""crop_y"":103,""noise_seed"":857001857,""noise_sigma"":0.13508836,""orientation_degrees"":180,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.15190016183389785,""jpeg_quality"":96,""noise_seed"":1554218036,""noise_sigma"":0.7111383804816458}","{""blur_radius_px"":8.821338915728276,""instances"":[{""instance_index"":1,""offset_x_px"":1,""offset_y_px"":7,""opacity"":0.29277281},{""instance_index"":2,""offset_x_px"":-1,""offset_y_px"":8,""opacity"":0.29129066},{""instance_index"":3,""offset_x_px"":4,""offset_y_px"":5,""opacity"":0.25876375},{""instance_index"":4,""offset_x_px"":4,""offset_y_px"":10,""opacity"":0.21118995},{""instance_index"":5,""offset_x_px"":3,""offset_y_px"":6,""opacity"":0.19761538}]}"
syn-v4-conv-0205,206,synthetic/v4_conveyor/images/train/syn-v4-conv-0205.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0205.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0205.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0205.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0205.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,warm_component_spot,IMGGEN-CONVEYOR-BLACK-V1,3392379457,0,5,5,surface_spot|scratch|discoloration|body_crack|normal_proxy,syn-v2-700-surface_spot-0046|syn-v2-700-scratch-0054|syn-v2-700-discoloration-0098|syn-v2-700-body_crack-0079|syn-v2-700-scratch-0008,syn-v4-conv-0205,1280,720,4e4da58b707bcc4badc27edb816aa7ae9569e2adb8b2c7215a1bf437447d0935,a1bb123be960b78a4a4c3b75650844427e0c3652abe9370197bc7d1e1df42836,c2cab8bdedf055b4832187ffbf72cdf6703ffe7da1d11783e0c20250ebc06eed,24025f81c4c5c3c8619eeda89842a2900de9884a0ed182d95851f0b76c144d5f,8f9d1a470402c78bcf1a2807886c46767b2c09f282c16aa3db743e961a25c79a,33.219261,3.643308,44.000000,133.191162,99.971901,4.009456,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.93958437,""contrast"":0.97637732,""crop_x"":0,""crop_y"":242,""noise_seed"":2798219271,""noise_sigma"":0.67610164,""orientation_degrees"":90,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.12153119442561879,""jpeg_quality"":94,""noise_seed"":3581907269,""noise_sigma"":1.198362591535546}","{""blur_radius_px"":8.316103793059337,""instances"":[{""instance_index"":1,""offset_x_px"":-3,""offset_y_px"":9,""opacity"":0.23240616},{""instance_index"":2,""offset_x_px"":0,""offset_y_px"":7,""opacity"":0.19162001},{""instance_index"":3,""offset_x_px"":1,""offset_y_px"":8,""opacity"":0.20042433},{""instance_index"":4,""offset_x_px"":1,""offset_y_px"":9,""opacity"":0.19615808},{""instance_index"":5,""offset_x_px"":4,""offset_y_px"":7,""opacity"":0.18522139}]}"
syn-v4-conv-0206,207,synthetic/v4_conveyor/images/train/syn-v4-conv-0206.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0206.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0206.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0206.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0206.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,cool_component_spot,IMGGEN-CONVEYOR-BLACK-V1,3703671764,0,5,5,lead_breakage|body_chip|contamination|body_crack|discoloration,syn-v2-700-lead_breakage-0082|syn-v2-700-body_chip-0051|syn-v2-700-contamination-0014|syn-v2-700-body_crack-0084|syn-v2-700-discoloration-0013,syn-v4-conv-0206,1280,720,7b2d3b8e46c1e5eea3bad12f082900effc1c4e460e3d9e36740044cbdeac4ee0,34bc35ca2d0f1e9cd99f07a1d3e5fe865cc5056c07231aa5568deaecb0c26c9e,a882951429214bfe55f5c690285c3f5ea2d6c2c77aa6eaf70cd07c8356b01401,e765b5d51d04f065fc637a8bb9bdc70bc947e848e13c3bb6aec3d16c31099890,ab4a225f78cdec7eb13349bb1fdfc11684cd4d19c5fd56171d25c970ce8beb26,31.424147,2.990772,40.000000,136.699036,105.274889,4.350127,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.91667662,""contrast"":0.98988807,""crop_x"":0,""crop_y"":11,""noise_seed"":395742825,""noise_sigma"":1.04684464,""orientation_degrees"":180,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.08851564149403618,""jpeg_quality"":94,""noise_seed"":1095147074,""noise_sigma"":0.8237967874544558}","{""blur_radius_px"":7.845997588014331,""instances"":[{""instance_index"":1,""offset_x_px"":4,""offset_y_px"":6,""opacity"":0.18043473},{""instance_index"":2,""offset_x_px"":1,""offset_y_px"":8,""opacity"":0.28258039},{""instance_index"":3,""offset_x_px"":-1,""offset_y_px"":9,""opacity"":0.29467869},{""instance_index"":4,""offset_x_px"":-3,""offset_y_px"":8,""opacity"":0.29772318},{""instance_index"":5,""offset_x_px"":1,""offset_y_px"":6,""opacity"":0.2832881}]}"
syn-v4-conv-0207,208,synthetic/v4_conveyor/images/train/syn-v4-conv-0207.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0207.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0207.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0207.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0207.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,side_component_spot,IMGGEN-CONVEYOR-BLACK-V1,959231174,0,5,5,discoloration|scratch|surface_spot|body_crack|normal_proxy,syn-v2-700-discoloration-0048|syn-v2-700-scratch-0094|syn-v2-700-surface_spot-0090|syn-v2-700-body_crack-0099|syn-v2-700-scratch-0001,syn-v4-conv-0207,1280,720,3b729188b72cc3dd8993c97bf37511199f8294472eef0898aafcc0600a09bea5,0bf7db163b03743db378213dec8a8b93c909b138f650f43a572b918ee862ccce,99e497d6f41c9eba9c01ee3ed7dbcac181802c4480d8bd3f7314be1a3aed196b,f07cb71ea8d44ee8ad7e2311c7d57652d0ea8f3168f42318a8d0598825550287,5e884d12f76d672150848d59bc97fd4f8ff89f600594a4d734242768cf457295,32.928440,3.284764,42.144398,132.320511,99.392071,4.018426,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.92315794,""contrast"":0.96901782,""crop_x"":0,""crop_y"":155,""noise_seed"":3434623285,""noise_sigma"":0.08460548,""orientation_degrees"":0,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.13387442203626623,""jpeg_quality"":93,""noise_seed"":1374090282,""noise_sigma"":0.9499206853842193}","{""blur_radius_px"":7.242742067883622,""instances"":[{""instance_index"":1,""offset_x_px"":0,""offset_y_px"":5,""opacity"":0.2076946},{""instance_index"":2,""offset_x_px"":-1,""offset_y_px"":6,""opacity"":0.25969527},{""instance_index"":3,""offset_x_px"":-2,""offset_y_px"":6,""opacity"":0.19313663},{""instance_index"":4,""offset_x_px"":0,""offset_y_px"":9,""opacity"":0.20503483},{""instance_index"":5,""offset_x_px"":-3,""offset_y_px"":5,""opacity"":0.24396902}]}"
syn-v4-conv-0208,209,synthetic/v4_conveyor/images/train/syn-v4-conv-0208.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0208.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0208.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0208.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0208.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,neutral_component_spot,IMGGEN-CONVEYOR-BLACK-V1,569200080,0,5,5,body_chip|discoloration|normal_proxy|scratch|surface_spot,syn-v2-700-body_chip-0058|syn-v2-700-discoloration-0061|syn-v2-700-body_crack-0099|syn-v2-700-scratch-0001|syn-v2-700-surface_spot-0037,syn-v4-conv-0208,1280,720,2591275d2995568f5c373fc027444ce5a0a0be44c80c8786f22af164b19e6cce,b13d624992f03878f258ddbccddad0d15e75f25f11d69f5520af29b3e648a00f,70ce1dbfe884502e7ed28e86cd20d4b6811ea256b9fa717de55f4ddd7a8acb59,87e7d4459b8471ba111728576ffd0c7bfde444bf68e150ecc0581e9b06de85fc,2de9890d9702c775918df3b51a72b0d5e949a0e24e498dbbe200295b8710631b,25.911953,2.563858,33.144402,141.909424,115.997471,5.476601,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.75064411,""contrast"":0.95559124,""crop_x"":0,""crop_y"":195,""noise_seed"":346071583,""noise_sigma"":0.78261461,""orientation_degrees"":180,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.2767109700381679,""jpeg_quality"":93,""noise_seed"":2476511220,""noise_sigma"":1.0534080807618553}","{""blur_radius_px"":6.031513781112114,""instances"":[{""instance_index"":1,""offset_x_px"":-3,""offset_y_px"":9,""opacity"":0.20267387},{""instance_index"":2,""offset_x_px"":5,""offset_y_px"":7,""opacity"":0.20857772},{""instance_index"":3,""offset_x_px"":5,""offset_y_px"":5,""opacity"":0.29635794},{""instance_index"":4,""offset_x_px"":1,""offset_y_px"":7,""opacity"":0.22430247},{""instance_index"":5,""offset_x_px"":-1,""offset_y_px"":6,""opacity"":0.26280764}]}"
syn-v4-conv-0209,210,synthetic/v4_conveyor/images/train/syn-v4-conv-0209.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0209.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0209.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0209.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0209.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,warm_component_spot,IMGGEN-CONVEYOR-BLACK-V1,2450942372,0,5,5,body_crack|contamination|body_chip|surface_spot|scratch,syn-v2-700-body_crack-0078|syn-v2-700-contamination-0002|syn-v2-700-body_chip-0099|syn-v2-700-surface_spot-0064|syn-v2-700-scratch-0011,syn-v4-conv-0209,1280,720,ce30fcfd4a8f89a1a25e236347991343b75018adcfea940fb3509500033be204,50aee50b13466a9956a0818d371c26105f6c934aceaf950f1af3f4274a5c0049,62a8b64df9bf034580473af5560b214a617449e75a92657dff463e4b8bf25a5b,2951aac6f530f5225e2e26ec9b8f3dbd957ccaf573ae5fa7fd027ecf442c529c,8c78af6a077b7cddb107c905049f167d5766bafcef722737c36f5f9f7dbbbc9b,30.008644,2.946459,38.144402,135.592224,105.583580,4.518439,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.86271969,""contrast"":0.97129525,""crop_x"":0,""crop_y"":189,""noise_seed"":671824339,""noise_sigma"":0.40534681,""orientation_degrees"":180,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.17868104036513913,""jpeg_quality"":95,""noise_seed"":3529275943,""noise_sigma"":0.6720790170871935}","{""blur_radius_px"":6.192112161249362,""instances"":[{""instance_index"":1,""offset_x_px"":4,""offset_y_px"":6,""opacity"":0.2580685},{""instance_index"":2,""offset_x_px"":4,""offset_y_px"":9,""opacity"":0.2307154},{""instance_index"":3,""offset_x_px"":-1,""offset_y_px"":5,""opacity"":0.29900737},{""instance_index"":4,""offset_x_px"":4,""offset_y_px"":8,""opacity"":0.20070648},{""instance_index"":5,""offset_x_px"":-3,""offset_y_px"":6,""opacity"":0.27448979}]}"
syn-v4-conv-0210,211,synthetic/v4_conveyor/images/train/syn-v4-conv-0210.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0210.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0210.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0210.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0210.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,cool_component_spot,IMGGEN-CONVEYOR-BLACK-V1,40150401,0,5,5,body_crack|contamination|normal_proxy|body_chip|surface_spot,syn-v2-700-body_crack-0079|syn-v2-700-contamination-0002|syn-v2-700-body_crack-0047|syn-v2-700-body_chip-0063|syn-v2-700-surface_spot-0047,syn-v4-conv-0210,1280,720,7e2726983609e3a8e606d7fc2d28a50fc57e8dbae70fa1dcf62a5de3082cd3e3,7f0d75657661340a0caa00a2c9136681de27b14a7629eaf134d90d7ca52d9dbc,05fd5d072eb478c659f93a83fc71cadf1f1c4623cddbc8041d198d2bd0ed2d2d,96a4cb17cf5cb5baf01d251a90fe19e0c14dbc9105f8c32d45aebaa6d3cfb57f,bc40b4ab2abad9fa81e8f6a5fb6c298a8800cec9cc10152ef04c1e6cc89ff017,32.223576,4.293741,44.000000,140.252350,108.028774,4.352476,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.91638636,""contrast"":1.03731129,""crop_x"":0,""crop_y"":380,""noise_seed"":1677825365,""noise_sigma"":0.6861751,""orientation_degrees"":90,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.18475788913604418,""jpeg_quality"":95,""noise_seed"":2546928516,""noise_sigma"":0.316774535649019}","{""blur_radius_px"":8.401631146389896,""instances"":[{""instance_index"":1,""offset_x_px"":2,""offset_y_px"":10,""opacity"":0.23072689},{""instance_index"":2,""offset_x_px"":4,""offset_y_px"":8,""opacity"":0.31477865},{""instance_index"":3,""offset_x_px"":1,""offset_y_px"":5,""opacity"":0.26041107},{""instance_index"":4,""offset_x_px"":-2,""offset_y_px"":5,""opacity"":0.22925809},{""instance_index"":5,""offset_x_px"":-3,""offset_y_px"":10,""opacity"":0.31984826}]}"
syn-v4-conv-0211,212,synthetic/v4_conveyor/images/train/syn-v4-conv-0211.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0211.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0211.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0211.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0211.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,side_component_spot,IMGGEN-CONVEYOR-BLACK-V1,296210241,0,5,5,body_crack|discoloration|lead_breakage|normal_proxy|body_chip,syn-v2-700-body_crack-0036|syn-v2-700-discoloration-0082|syn-v2-700-lead_breakage-0069|syn-v2-700-surface_spot-0082|syn-v2-700-body_chip-0025,syn-v4-conv-0211,1280,720,55144d1f8edca94e8d2b3791b10b3a22ec5c5df7f6263b73d84405bfad945ca8,4f4f16953183a5d609b61aa44a58949a6869ab41887aaeac57c487d5ffc3efa5,9dcf0f86c7a0380e7910695519d9defb67d18a8b1c6c236b67a14e4849322ef5,b4df9f238f7c2d71b7353e1cc4cf71ad15ffdce9db95ae9095ab20084ee9c9c7,506fda24ece7aba615084b520131b582fc2ca45ad2bfc619704b83cdbc69f228,25.886427,2.794312,34.000000,142.849960,116.963533,5.518334,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.74243347,""contrast"":0.94668116,""crop_x"":0,""crop_y"":374,""noise_seed"":3275039680,""noise_sigma"":0.5395978,""orientation_degrees"":90,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.14420579259333388,""jpeg_quality"":94,""noise_seed"":616625779,""noise_sigma"":0.6624851704974049}","{""blur_radius_px"":6.539394738453556,""instances"":[{""instance_index"":1,""offset_x_px"":-2,""offset_y_px"":5,""opacity"":0.30856781},{""instance_index"":2,""offset_x_px"":2,""offset_y_px"":9,""opacity"":0.25659975},{""instance_index"":3,""offset_x_px"":0,""offset_y_px"":5,""opacity"":0.26703901},{""instance_index"":4,""offset_x_px"":0,""offset_y_px"":8,""opacity"":0.22600179},{""instance_index"":5,""offset_x_px"":-3,""offset_y_px"":5,""opacity"":0.28668326}]}"
syn-v4-conv-0212,213,synthetic/v4_conveyor/images/train/syn-v4-conv-0212.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0212.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0212.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0212.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0212.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,neutral_component_spot,IMGGEN-CONVEYOR-BLACK-V1,2973690843,1,5,5,discoloration|body_crack|contamination|scratch|lead_breakage,syn-v2-700-discoloration-0070|syn-v2-700-body_crack-0051|syn-v2-700-contamination-0077|syn-v2-700-scratch-0094|syn-v2-700-lead_breakage-0069,syn-v4-conv-0212,1280,720,6c0a6cdb3e27447e3e73a0e4f324bce777028e0f1392fb8335c4a048e8678fa9,ccb45921669ce85e038a9d63f043669e0ad3dd33f6ec47f12881e36f437fba66,ee94ebff1490fea822d911f9db158caa7253fd3946e303aa388fbf80813fd912,818786fe8248b03b7abe92e55d378da8bf976845b4c5ae5fad56d4cd184aca41,2bcff1c479ff122c62bb3ae9b81cbacd213f8dcaa7379f0297839f26161729ee,32.859833,3.545111,43.144402,138.335968,105.476135,4.209880,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.92105621,""contrast"":0.95584516,""crop_x"":0,""crop_y"":99,""noise_seed"":2916134896,""noise_sigma"":0.49182418,""orientation_degrees"":90,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.2733460674016993,""jpeg_quality"":96,""noise_seed"":330453349,""noise_sigma"":0.4364869293493611}","{""blur_radius_px"":6.72256320063818,""instances"":[{""instance_index"":1,""offset_x_px"":-2,""offset_y_px"":5,""opacity"":0.27571166},{""instance_index"":2,""offset_x_px"":0,""offset_y_px"":5,""opacity"":0.29708196},{""instance_index"":3,""offset_x_px"":2,""offset_y_px"":7,""opacity"":0.26933491},{""instance_index"":4,""offset_x_px"":-2,""offset_y_px"":10,""opacity"":0.31340556},{""instance_index"":5,""offset_x_px"":-1,""offset_y_px"":10,""opacity"":0.26651065}]}"
