sample_id,image_path,true_class,severity,predicted_class,correct,confidence,probability_scratch,probability_surface_spot,probability_discoloration,probability_contamination,probability_lead_breakage,probability_body_chip,probability_body_crack
syn-v2-700-surface_spot-0008,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0008.jpg,surface_spot,moderate,surface_spot,YES,0.999731977781,0.000040456505,0.999731977781,0.000004110695,0.000181200421,0.000010218146,0.000018991534,0.000013133509
syn-v2-700-surface_spot-0054,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0054.jpg,surface_spot,moderate,surface_spot,YES,0.999242941538,0.000077534666,0.999242941538,0.000019013072,0.000149786438,0.000121877774,0.000316664722,0.000072171342
syn-v2-700-surface_spot-0084,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0084.jpg,surface_spot,moderate,surface_spot,YES,0.991331756115,0.000816022832,0.991331756115,0.000795074433,0.004115735899,0.000975831160,0.001325918071,0.000639666357
syn-v2-700-surface_spot-0028,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0028.jpg,surface_spot,moderate,surface_spot,YES,0.983661035697,0.000314054543,0.983661035697,0.000266592854,0.014437612146,0.000548184015,0.000329186415,0.000443354482
syn-v2-700-surface_spot-0052,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0052.jpg,surface_spot,moderate,surface_spot,YES,0.999318599701,0.000033744322,0.999318599701,0.000008073534,0.000382562248,0.000020160108,0.000187405492,0.000049411624
syn-v2-700-surface_spot-0099,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0099.jpg,surface_spot,moderate,surface_spot,YES,0.997823337714,0.000093634461,0.997823337714,0.000013570151,0.001728017984,0.000146780116,0.000141380527,0.000053299675
syn-v2-700-surface_spot-0050,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0050.jpg,surface_spot,moderate,surface_spot,YES,0.985236028830,0.000400926253,0.985236028830,0.000344609138,0.009739362186,0.000537670921,0.002991661759,0.000749780650
syn-v2-700-surface_spot-0029,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0029.jpg,surface_spot,moderate,surface_spot,YES,0.999835391839,0.000027551168,0.999835391839,0.000002418024,0.000024211474,0.000062354890,0.000036212922,0.000011798819
syn-v2-700-surface_spot-0065,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0065.jpg,surface_spot,moderate,surface_spot,YES,0.999948819478,0.000021060484,0.999948819478,0.000001018465,0.000014037942,0.000004671241,0.000006277853,0.000004013695
syn-v2-700-surface_spot-0015,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0015.jpg,surface_spot,moderate,surface_spot,YES,0.999663015207,0.000108199765,0.999663015207,0.000010181836,0.000049242690,0.000084199204,0.000046073061,0.000039063542
syn-v2-700-surface_spot-0006,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0006.jpg,surface_spot,moderate,surface_spot,YES,0.999755740166,0.000026732395,0.999755740166,0.000002594846,0.000075444447,0.000031821722,0.000079645315,0.000027967972
syn-v2-700-surface_spot-0069,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0069.jpg,surface_spot,moderate,surface_spot,YES,0.999875783920,0.000018398586,0.999875783920,0.000001802776,0.000080115786,0.000012154700,0.000005347023,0.000006436683
syn-v2-700-surface_spot-0078,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0078.jpg,surface_spot,moderate,surface_spot,YES,0.999852518241,0.000055228820,0.999852518241,0.000001960358,0.000050845634,0.000018419738,0.000013269105,0.000007774096
syn-v2-700-surface_spot-0068,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0068.jpg,surface_spot,moderate,surface_spot,YES,0.997867306074,0.001183222582,0.997867306074,0.000076485171,0.000581523151,0.000071016667,0.000146055931,0.000074404129
syn-v2-700-surface_spot-0057,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0057.jpg,surface_spot,moderate,surface_spot,YES,0.997087657452,0.000508289331,0.997087657452,0.000044425228,0.002143996132,0.000027218449,0.000063211347,0.000125210461
syn-v2-700-surface_spot-0058,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0058.jpg,surface_spot,moderate,surface_spot,YES,0.999581217766,0.000027267615,0.999581217766,0.000004763038,0.000226501501,0.000071675246,0.000067778135,0.000020832107
syn-v2-700-surface_spot-0030,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0030.jpg,surface_spot,moderate,surface_spot,YES,0.999891698360,0.000024703255,0.999891698360,0.000002010150,0.000028917150,0.000020771714,0.000025214688,0.000006712681
syn-v2-700-surface_spot-0019,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0019.jpg,surface_spot,moderate,surface_spot,YES,0.997237682343,0.000170415437,0.997237682343,0.000052915748,0.001004529857,0.000494175263,0.000934116746,0.000106231929
syn-v2-700-surface_spot-0063,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0063.jpg,surface_spot,moderate,surface_spot,YES,0.961947600047,0.000819509044,0.961947600047,0.001222914240,0.019889444603,0.012559442315,0.003092945224,0.000468107227
syn-v2-700-surface_spot-0072,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0072.jpg,surface_spot,severe,surface_spot,YES,0.996232012908,0.000497794185,0.996232012908,0.000208967683,0.002461637376,0.000087133515,0.000355343818,0.000157152276
syn-v2-700-surface_spot-0020,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0020.jpg,surface_spot,severe,surface_spot,YES,0.999759296576,0.000050847674,0.999759296576,0.000015439142,0.000116236819,0.000013312992,0.000023229054,0.000021648779
syn-v2-700-surface_spot-0038,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0038.jpg,surface_spot,severe,surface_spot,YES,0.995843450228,0.001218762278,0.995843450228,0.000359757032,0.000968069352,0.000485937785,0.000927350430,0.000196672770
syn-v2-700-surface_spot-0044,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0044.jpg,surface_spot,severe,surface_spot,YES,0.999872028828,0.000039455552,0.999872028828,0.000004867044,0.000058305486,0.000007259660,0.000010009182,0.000008108385
syn-v2-700-surface_spot-0062,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0062.jpg,surface_spot,severe,surface_spot,YES,0.999852776527,0.000011694108,0.999852776527,0.000008456371,0.000078863134,0.000012346520,0.000025048800,0.000010797088
syn-v2-700-surface_spot-0094,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0094.jpg,surface_spot,severe,surface_spot,YES,0.999309400717,0.000116734303,0.999309400717,0.000019957820,0.000331834027,0.000084682639,0.000081654200,0.000055773702
syn-v2-700-surface_spot-0055,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0055.jpg,surface_spot,severe,surface_spot,YES,0.999729752541,0.000070069199,0.999729752541,0.000006686313,0.000151481934,0.000009147030,0.000016565188,0.000016271232
syn-v2-700-surface_spot-0089,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0089.jpg,surface_spot,severe,surface_spot,YES,0.999894738197,0.000037576419,0.999894738197,0.000005964984,0.000024548305,0.000007580728,0.000016546364,0.000012995261
syn-v2-700-surface_spot-0043,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0043.jpg,surface_spot,severe,surface_spot,YES,0.999347507954,0.000378115219,0.999347507954,0.000013403625,0.000157316052,0.000024553792,0.000041719610,0.000037391885
syn-v2-700-surface_spot-0005,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0005.jpg,surface_spot,severe,surface_spot,YES,0.999793251355,0.000052535934,0.999793251355,0.000005984489,0.000077405779,0.000034165931,0.000022246810,0.000014393432
syn-v2-700-surface_spot-0045,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0045.jpg,surface_spot,severe,surface_spot,YES,0.999102155368,0.000058320304,0.999102155368,0.000337235292,0.000373095061,0.000027999406,0.000033656387,0.000067497485
syn-v2-700-surface_spot-0083,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0083.jpg,surface_spot,severe,surface_spot,YES,0.999895036221,0.000023309251,0.999895036221,0.000003998705,0.000051502569,0.000004474527,0.000011403200,0.000010308055
syn-v2-700-surface_spot-0059,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0059.jpg,surface_spot,severe,surface_spot,YES,0.889774998029,0.004473286293,0.889774998029,0.046483702958,0.054235115647,0.000152432864,0.000583394877,0.004297060271
syn-v2-700-surface_spot-0039,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0039.jpg,surface_spot,severe,surface_spot,YES,0.999870518843,0.000028481915,0.999870518843,0.000004157683,0.000052375900,0.000016006312,0.000019727674,0.000008735218
syn-v2-700-discoloration-0087,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0087.jpg,discoloration,mild,discoloration,YES,0.999401211739,0.000014368663,0.000262593304,0.999401211739,0.000093037534,0.000116185503,0.000050124126,0.000062477546
syn-v2-700-discoloration-0026,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0026.jpg,discoloration,mild,discoloration,YES,0.999810576439,0.000013216427,0.000030754083,0.999810576439,0.000032816239,0.000053487452,0.000028619671,0.000030520625
syn-v2-700-discoloration-0064,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0064.jpg,discoloration,mild,discoloration,YES,0.999848465125,0.000004853410,0.000026595583,0.999848465125,0.000067253396,0.000019488743,0.000019074419,0.000014275527
syn-v2-700-discoloration-0008,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0008.jpg,discoloration,mild,discoloration,YES,0.999483446280,0.000009808350,0.000071895693,0.999483446280,0.000202196878,0.000114906480,0.000085748707,0.000031997364
syn-v2-700-discoloration-0035,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0035.jpg,discoloration,mild,discoloration,YES,0.998601555824,0.000046680931,0.000415532064,0.998601555824,0.000126703167,0.000308202196,0.000323027896,0.000178347545
syn-v2-700-discoloration-0029,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0029.jpg,discoloration,mild,discoloration,YES,0.999540686607,0.000021622858,0.000035424571,0.999540686607,0.000193185804,0.000084635953,0.000075769879,0.000048705937
syn-v2-700-discoloration-0084,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0084.jpg,discoloration,mild,body_chip,NO,0.570017288129,0.004926656198,0.021928951726,0.330357254793,0.004127201702,0.064485971195,0.570017288129,0.004156636986
syn-v2-700-discoloration-0067,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0067.jpg,discoloration,mild,discoloration,YES,0.986410399278,0.000190621591,0.001920255386,0.986410399278,0.002305063264,0.006252595767,0.002104426268,0.000816581858
syn-v2-700-discoloration-0034,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0034.jpg,discoloration,mild,discoloration,YES,0.999616781871,0.000025365311,0.000160233920,0.999616781871,0.000056010494,0.000089959751,0.000019847574,0.000031846367
syn-v2-700-discoloration-0043,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0043.jpg,discoloration,mild,discoloration,YES,0.998627603054,0.000093978738,0.000430938058,0.998627603054,0.000460222863,0.000133745196,0.000072343071,0.000181173377
syn-v2-700-discoloration-0062,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0062.jpg,discoloration,mild,discoloration,YES,0.998260815938,0.000086350442,0.000585242255,0.998260815938,0.000292644613,0.000417998097,0.000114469983,0.000242532284
syn-v2-700-discoloration-0079,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0079.jpg,discoloration,mild,discoloration,YES,0.997979402542,0.000023493502,0.000351935814,0.997979402542,0.000178284764,0.000330307543,0.001030686670,0.000105895119
syn-v2-700-discoloration-0090,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0090.jpg,discoloration,mild,discoloration,YES,0.999287684759,0.000041788600,0.000162836036,0.999287684759,0.000141859394,0.000112208400,0.000139904264,0.000113731567
syn-v2-700-discoloration-0038,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0038.jpg,discoloration,mild,discoloration,YES,0.999862531821,0.000003907635,0.000023626180,0.999862531821,0.000050184878,0.000022234477,0.000017249741,0.000020226861
syn-v2-700-discoloration-0004,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0004.jpg,discoloration,mild,discoloration,YES,0.999930143356,0.000003917202,0.000008239643,0.999930143356,0.000034400098,0.000008068933,0.000006223795,0.000008974171
syn-v2-700-discoloration-0044,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0044.jpg,discoloration,mild,discoloration,YES,0.999881625175,0.000002297424,0.000021965916,0.999881625175,0.000037545822,0.000034843537,0.000015580455,0.000006155391
syn-v2-700-discoloration-0050,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0050.jpg,discoloration,mild,discoloration,YES,0.999618291855,0.000004732997,0.000004609670,0.999618291855,0.000226090837,0.000127045292,0.000006870017,0.000012373563
syn-v2-700-discoloration-0005,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0005.jpg,discoloration,mild,discoloration,YES,0.999944210052,0.000002345822,0.000005042322,0.999944210052,0.000032696734,0.000004885158,0.000005855340,0.000004984736
syn-v2-700-discoloration-0093,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0093.jpg,discoloration,mild,discoloration,YES,0.999406039715,0.000032403635,0.000148665926,0.999406039715,0.000125369437,0.000151148486,0.000075645143,0.000060733604
syn-v2-700-discoloration-0096,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0096.jpg,discoloration,mild,discoloration,YES,0.999534368515,0.000076376926,0.000038777217,0.999534368515,0.000131274963,0.000090139886,0.000075177666,0.000053908971
syn-v2-700-discoloration-0012,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0012.jpg,discoloration,mild,discoloration,YES,0.999654511611,0.000004605694,0.000036218236,0.999654511611,0.000066791590,0.000202600068,0.000024275434,0.000011005208
syn-v2-700-discoloration-0077,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0077.jpg,discoloration,mild,discoloration,YES,0.999916752179,0.000006434523,0.000011477346,0.999916752179,0.000027097366,0.000020919090,0.000006085836,0.000011226121
syn-v2-700-discoloration-0056,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0056.jpg,discoloration,mild,discoloration,YES,0.999972979228,0.000001061571,0.000003954565,0.999972979228,0.000006498188,0.000004496066,0.000004927655,0.000006079061
syn-v2-700-discoloration-0088,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0088.jpg,discoloration,mild,discoloration,YES,0.998074968656,0.000036451454,0.000586690100,0.998074968656,0.000782441746,0.000261117074,0.000113905421,0.000144411248
syn-v2-700-discoloration-0076,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0076.jpg,discoloration,mild,discoloration,YES,0.999246378740,0.000013900660,0.000233887430,0.999246378740,0.000195698919,0.000074095358,0.000058068978,0.000177957828
syn-v2-700-discoloration-0014,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0014.jpg,discoloration,mild,discoloration,YES,0.998413980007,0.000104236547,0.000513534382,0.998413980007,0.000195898977,0.000483882788,0.000128142799,0.000160320941
syn-v2-700-discoloration-0021,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0021.jpg,discoloration,mild,discoloration,YES,0.999860167503,0.000003600857,0.000016996358,0.999860167503,0.000030323861,0.000021825357,0.000042121438,0.000024986807
syn-v2-700-discoloration-0030,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0030.jpg,discoloration,mild,discoloration,YES,0.999823053678,0.000007831779,0.000028288575,0.999823053678,0.000047470869,0.000035937150,0.000042139861,0.000015214387
syn-v2-700-discoloration-0060,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0060.jpg,discoloration,mild,discoloration,YES,0.998949368795,0.000042896202,0.000278875246,0.998949368795,0.000164738762,0.000431425549,0.000083752154,0.000048949857
syn-v2-700-discoloration-0036,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0036.jpg,discoloration,moderate,discoloration,YES,0.999771773815,0.000014152453,0.000012527939,0.999771773815,0.000136738597,0.000008259182,0.000035816157,0.000020692324
syn-v2-700-discoloration-0055,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0055.jpg,discoloration,moderate,discoloration,YES,0.999839703242,0.000009380183,0.000031859320,0.999839703242,0.000080033613,0.000009997441,0.000010110043,0.000018888191
syn-v2-700-discoloration-0091,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0091.jpg,discoloration,moderate,discoloration,YES,0.999826073647,0.000007641114,0.000083566376,0.999826073647,0.000024853143,0.000013139730,0.000022306673,0.000022440459
syn-v2-700-discoloration-0099,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0099.jpg,discoloration,moderate,discoloration,YES,0.999786158403,0.000010550964,0.000042510388,0.999786158403,0.000044515724,0.000030854875,0.000041487687,0.000043946945
syn-v2-700-discoloration-0019,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0019.jpg,discoloration,moderate,discoloration,YES,0.999965826670,0.000001230126,0.000012667495,0.999965826670,0.000006838786,0.000005511327,0.000001897684,0.000006020634
syn-v2-700-discoloration-0069,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0069.jpg,discoloration,moderate,discoloration,YES,0.996016959349,0.000267738083,0.000410865661,0.996016959349,0.000950053664,0.001517712090,0.000640323025,0.000196327637
syn-v2-700-discoloration-0032,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0032.jpg,discoloration,moderate,discoloration,YES,0.999899188677,0.000005161985,0.000015464307,0.999899188677,0.000025944768,0.000013706460,0.000006569445,0.000033915292
syn-v2-700-discoloration-0037,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0037.jpg,discoloration,moderate,discoloration,YES,0.999449690183,0.000015363326,0.000280797962,0.999449690183,0.000099417094,0.000071361454,0.000021867132,0.000061533231
syn-v2-700-discoloration-0051,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0051.jpg,discoloration,moderate,discoloration,YES,0.999297479788,0.000013377183,0.000241223976,0.999297479788,0.000228191204,0.000064026170,0.000064783744,0.000090951736
syn-v2-700-discoloration-0000,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0000.jpg,discoloration,moderate,discoloration,YES,0.998239596685,0.000130033489,0.000221474591,0.998239596685,0.000492641256,0.000563037785,0.000127713841,0.000225563184
syn-v2-700-discoloration-0081,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0081.jpg,discoloration,moderate,discoloration,YES,0.999976793925,0.000001368091,0.000002995306,0.999976793925,0.000016483030,0.000000597594,0.000000646362,0.000001120690
syn-v2-700-discoloration-0092,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0092.jpg,discoloration,moderate,discoloration,YES,0.999898533026,0.000005956882,0.000022955989,0.999898533026,0.000059376446,0.000003767181,0.000002730308,0.000006682118
syn-v2-700-discoloration-0006,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0006.jpg,discoloration,moderate,discoloration,YES,0.999748428663,0.000010927799,0.000108823286,0.999748428663,0.000035760831,0.000052777011,0.000019062871,0.000024240707
syn-v2-700-discoloration-0031,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0031.jpg,discoloration,moderate,discoloration,YES,0.999762117863,0.000010722365,0.000090089323,0.999762117863,0.000066601098,0.000026862513,0.000022229644,0.000021339920
syn-v2-700-discoloration-0094,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0094.jpg,discoloration,moderate,discoloration,YES,0.999914944172,0.000006555092,0.000022656571,0.999914944172,0.000027154853,0.000014026125,0.000003249332,0.000011428737
syn-v2-700-discoloration-0033,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0033.jpg,discoloration,moderate,discoloration,YES,0.999920884768,0.000009663527,0.000013349223,0.999920884768,0.000029823658,0.000006601672,0.000009004178,0.000010718165
syn-v2-700-discoloration-0011,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0011.jpg,discoloration,moderate,discoloration,YES,0.999956409136,0.000001192801,0.000002475900,0.999956409136,0.000030385711,0.000003274824,0.000004612760,0.000001605301
syn-v2-700-discoloration-0052,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0052.jpg,discoloration,moderate,discoloration,YES,0.999840537707,0.000007098939,0.000039043758,0.999840537707,0.000063768104,0.000024824428,0.000010842801,0.000013898221
syn-v2-700-discoloration-0046,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0046.jpg,discoloration,moderate,discoloration,YES,0.999991734823,0.000000527765,0.000001235542,0.999991734823,0.000002888165,0.000001262226,0.000000751249,0.000001556214
syn-v2-700-discoloration-0020,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0020.jpg,discoloration,moderate,discoloration,YES,0.999897638957,0.000010349573,0.000036813170,0.999897638957,0.000035936015,0.000007342223,0.000006330125,0.000005646336
syn-v2-700-discoloration-0083,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0083.jpg,discoloration,moderate,discoloration,YES,0.999713460604,0.000017222039,0.000147532435,0.999713460604,0.000065347958,0.000012322709,0.000021958458,0.000022241348
syn-v2-700-discoloration-0022,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0022.jpg,discoloration,moderate,discoloration,YES,0.999732653300,0.000029500457,0.000050789902,0.999732653300,0.000064749556,0.000055067193,0.000038391280,0.000028806594
syn-v2-700-discoloration-0063,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0063.jpg,discoloration,moderate,discoloration,YES,0.999937812487,0.000003284253,0.000005415889,0.999937812487,0.000031831160,0.000008934554,0.000006157087,0.000006547672
syn-v2-700-discoloration-0059,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0059.jpg,discoloration,moderate,discoloration,YES,0.999394655228,0.000011636598,0.000266143572,0.999394655228,0.000131434996,0.000055072958,0.000028758770,0.000112327315
syn-v2-700-discoloration-0057,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0057.jpg,discoloration,moderate,discoloration,YES,0.999420483907,0.000044436107,0.000122382224,0.999420483907,0.000206143369,0.000056315964,0.000064388601,0.000085891521
syn-v2-700-discoloration-0003,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0003.jpg,discoloration,moderate,discoloration,YES,0.999986569087,0.000000667535,0.000003439078,0.999986569087,0.000003075872,0.000002268622,0.000002180820,0.000001771120
syn-v2-700-discoloration-0028,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0028.jpg,discoloration,moderate,discoloration,YES,0.999235828718,0.000036042030,0.000167627716,0.999235828718,0.000254281552,0.000196951403,0.000045845049,0.000063380288
syn-v2-700-discoloration-0040,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0040.jpg,discoloration,moderate,discoloration,YES,0.999848743280,0.000007155371,0.000047284931,0.999848743280,0.000053552714,0.000013563691,0.000016819709,0.000012865742
syn-v2-700-discoloration-0078,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0078.jpg,discoloration,moderate,discoloration,YES,0.999910036723,0.000007025382,0.000005538260,0.999910036723,0.000025024648,0.000011642939,0.000024724085,0.000016026940
syn-v2-700-discoloration-0041,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0041.jpg,discoloration,severe,discoloration,YES,0.999944845835,0.000003352001,0.000013913379,0.999944845835,0.000022197165,0.000004621021,0.000002021726,0.000009068007
syn-v2-700-discoloration-0002,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0002.jpg,discoloration,severe,discoloration,YES,0.998916725318,0.000062232557,0.000412288510,0.998916725318,0.000238781526,0.000093296612,0.000052693703,0.000224022624
syn-v2-700-discoloration-0001,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0001.jpg,discoloration,severe,discoloration,YES,0.999645213286,0.000025099881,0.000148403551,0.999645213286,0.000058455793,0.000008766657,0.000011430027,0.000102667986
syn-v2-700-discoloration-0065,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0065.jpg,discoloration,severe,discoloration,YES,0.999570111434,0.000023119001,0.000154650175,0.999570111434,0.000114181517,0.000085262138,0.000010269231,0.000042374101
syn-v2-700-discoloration-0097,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0097.jpg,discoloration,severe,discoloration,YES,0.998504916827,0.000134950283,0.000400098230,0.998504916827,0.000434917791,0.000028449448,0.000033880075,0.000462769492
syn-v2-700-discoloration-0049,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0049.jpg,discoloration,severe,discoloration,YES,0.999704698722,0.000015413491,0.000089836012,0.999704698722,0.000056441004,0.000057401304,0.000015276210,0.000060912558
syn-v2-700-discoloration-0007,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0007.jpg,discoloration,severe,discoloration,YES,0.999022324880,0.000077428741,0.000249180516,0.999022324880,0.000159721208,0.000105535662,0.000053587638,0.000332250735
syn-v2-700-discoloration-0086,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0086.jpg,discoloration,severe,discoloration,YES,0.999926726023,0.000019461357,0.000008418824,0.999926726023,0.000025166701,0.000007315611,0.000007008432,0.000005902210
syn-v2-700-discoloration-0075,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0075.jpg,discoloration,severe,discoloration,YES,0.998194833597,0.000124439650,0.000267376350,0.998194833597,0.000309474895,0.000081651319,0.000052798236,0.000969397874
syn-v2-700-discoloration-0016,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0016.jpg,discoloration,severe,discoloration,YES,0.999976913134,0.000001118879,0.000005526234,0.999976913134,0.000010459251,0.000000776102,0.000001761362,0.000003501397
syn-v2-700-discoloration-0066,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0066.jpg,discoloration,severe,discoloration,YES,0.999687969685,0.000041007324,0.000071358802,0.999687969685,0.000114409645,0.000019485921,0.000022693372,0.000043066890
syn-v2-700-discoloration-0074,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0074.jpg,discoloration,severe,discoloration,YES,0.999798436960,0.000016360917,0.000041763589,0.999798436960,0.000057389628,0.000021509789,0.000007062551,0.000057387809
syn-v2-700-discoloration-0085,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0085.jpg,discoloration,severe,discoloration,YES,0.999798794587,0.000012835017,0.000058705740,0.999798794587,0.000078357419,0.000018049747,0.000015955092,0.000017316029
syn-v2-700-discoloration-0010,synthetic/v2_700/images/discoloration/syn-v2-700-discoloration-0010.jpg,discoloration,severe,discoloration,YES,0.997335970402,0.000255983185,0.000795211876,0.997335970402,0.000284294278,0.000439204727,0.000231941708,0.000657442084
syn-v2-700-contamination-0019,synthetic/v2_700/images/contamination/syn-v2-700-contamination-0019.jpg,contamination,mild,contamination,YES,0.999868849913,0.000003090792,0.000038884703,0.000002634792,0.999868849913,0.000026434045,0.000001177327,0.000058923036
syn-v2-700-contamination-0030,synthetic/v2_700/images/contamination/syn-v2-700-contamination-0030.jpg,contamination,mild,contamination,YES,0.810402313868,0.006770693173,0.066050417721,0.089900740733,0.810402313868,0.015415823204,0.007860721826,0.003599315591
syn-v2-700-contamination-0022,synthetic/v2_700/images/contamination/syn-v2-700-contamination-0022.jpg,contamination,mild,contamination,YES,0.999879121780,0.000006146293,0.000028718485,0.000053974896,0.999879121780,0.000011723652,0.000007204541,0.000013084357
syn-v2-700-contamination-0003,synthetic/v2_700/images/contamination/syn-v2-700-contamination-0003.jpg,contamination,mild,contamination,YES,0.555828134219,0.001863812717,0.019985561259,0.001650367553,0.555828134219,0.010148752326,0.314973677198,0.095549685260
